"date","area_name","value"
"2020-09-15","Wales",164
"2020-09-15","Northern Ireland",103
"2020-09-15","Scotland",227
"2020-09-15","England",3057
"2020-09-16","Scotland",269
"2020-09-16","England",3778
"2020-09-16","Northern Ireland",145
"2020-09-16","Wales",207
"2020-09-17","Northern Ireland",181
"2020-09-17","Wales",261
"2020-09-17","England",3979
"2020-09-17","Scotland",254
"2020-09-18","England",4290
"2020-09-18","Scotland",269
"2020-09-18","Wales",246
"2020-09-18","Northern Ireland",168
"2020-09-19","Wales",280
"2020-09-19","Northern Ireland",162
"2020-09-19","England",4215
"2020-09-19","Scotland",232
"2020-09-20","England",4652
"2020-09-20","Scotland",315
"2020-09-20","Northern Ireland",121
"2020-09-20","Wales",252
"2020-09-21","Wales",312
"2020-09-21","Northern Ireland",133
"2020-09-21","England",4727
"2020-09-21","Scotland",455
"2020-09-22","England",5400
"2020-09-22","Scotland",493
"2020-09-22","Wales",380
"2020-09-22","Northern Ireland",168
"2020-09-23","Wales",378
"2020-09-23","Northern Ireland",217
"2020-09-23","England",5933
"2020-09-23","Scotland",568
"2020-09-24","England",6361
"2020-09-24","Scotland",715
"2020-09-24","Wales",316
"2020-09-24","Northern Ireland",290
"2020-09-25","Northern Ireland",249
"2020-09-25","Wales",385
"2020-09-25","Scotland",579
"2020-09-25","England",6105
"2020-09-26","England",5704
"2020-09-26","Scotland",434
"2020-09-26","Northern Ireland",269
"2020-09-26","Wales",403
"2020-09-27","Wales",317
"2020-09-27","Northern Ireland",264
"2020-09-27","England",6084
"2020-09-27","Scotland",358
"2020-09-28","England",8641
"2020-09-28","Scotland",624
"2020-09-28","Northern Ireland",292
"2020-09-28","Wales",426
"2020-09-29","Northern Ireland",409
"2020-09-29","Wales",466
"2020-09-29","Scotland",659
"2020-09-29","England",8832
"2020-09-30","England",10663
"2020-09-30","Scotland",794
"2020-09-30","Northern Ireland",659
"2020-09-30","Wales",601
"2020-10-01","Wales",628
"2020-10-01","Northern Ireland",507
"2020-10-01","Scotland",778
"2020-10-01","England",11444
"2020-10-02","Scotland",818
"2020-10-02","England",11719
"2020-10-02","Northern Ireland",714
"2020-10-02","Wales",603
"2020-10-03","Wales",518
"2020-10-03","Northern Ireland",634
"2020-10-03","England",9820
"2020-10-03","Scotland",695
"2020-10-04","Scotland",742
"2020-10-04","England",9966
"2020-10-04","Northern Ireland",631
"2020-10-04","Wales",614
"2020-10-05","Northern Ireland",733
"2020-10-05","Wales",703
"2020-10-05","Scotland",1099
"2020-10-05","England",14218
"2020-10-06","England",14458
"2020-10-06","Scotland",1192
"2020-10-06","Northern Ireland",829
"2020-10-06","Wales",771
"2020-10-07","Wales",851
"2020-10-07","Northern Ireland",1051
"2020-10-07","England",15418
"2020-10-07","Scotland",1253
"2020-10-08","Scotland",1171
"2020-10-08","England",15452
"2020-10-08","Wales",827
"2020-10-08","Northern Ireland",975
"2020-10-09","Northern Ireland",858
"2020-10-09","Wales",781
"2020-10-09","England",13159
"2020-10-09","Scotland",1095
"2020-10-10","Scotland",942
"2020-10-10","England",10301
"2020-10-10","Northern Ireland",785
"2020-10-10","Wales",620
"2020-10-11","Wales",626
"2020-10-11","Northern Ireland",835
"2020-10-11","England",9781
"2020-10-11","Scotland",960
"2020-10-12","Scotland",1355
"2020-10-12","England",16420
"2020-10-12","Wales",782
"2020-10-12","Northern Ireland",1114
"2020-10-13","Wales",953
"2020-10-13","Northern Ireland",1082
"2020-10-13","Scotland",1421
"2020-10-13","England",15660
"2020-10-14","England",16646
"2020-10-14","Scotland",1297
"2020-10-14","Wales",906
"2020-10-14","Northern Ireland",1071
"2020-10-15","Northern Ireland",1094
"2020-10-15","Wales",790
"2020-10-15","England",15428
"2020-10-15","Scotland",1294
"2020-10-16","England",14761
"2020-10-16","Scotland",1254
"2020-10-16","Wales",951
"2020-10-16","Northern Ireland",949
"2020-10-17","Wales",708
"2020-10-17","Northern Ireland",832
"2020-10-17","England",12487
"2020-10-17","Scotland",855
"2020-10-18","Scotland",834
"2020-10-18","England",11982
"2020-10-18","Northern Ireland",779
"2020-10-18","Wales",716
"2020-10-19","Wales",1111
"2020-10-19","Northern Ireland",1033
"2020-10-19","Scotland",1359
"2020-10-19","England",22369
"2020-10-20","England",21638
"2020-10-20","Scotland",1690
"2020-10-20","Wales",1236
"2020-10-20","Northern Ireland",1049
"2020-10-21","Northern Ireland",1107
"2020-10-21","Wales",1266
"2020-10-21","England",21762
"2020-10-21","Scotland",1579
"2020-10-22","Scotland",1493
"2020-10-22","England",19866
"2020-10-22","Wales",1056
"2020-10-22","Northern Ireland",1060
"2020-10-23","Wales",1197
"2020-10-23","Northern Ireland",856
"2020-10-23","England",18359
"2020-10-23","Scotland",1282
"2020-10-24","Scotland",953
"2020-10-24","England",13713
"2020-10-24","Wales",1025
"2020-10-24","Northern Ireland",743
"2020-10-25","Northern Ireland",661
"2020-10-25","Wales",940
"2020-10-25","Scotland",941
"2020-10-25","England",13353
"2020-10-26","Scotland",1345
"2020-10-26","England",23033
"2020-10-26","Wales",1557
"2020-10-26","Northern Ireland",872
"2020-10-27","Northern Ireland",804
"2020-10-27","Wales",1478
"2020-10-27","England",20762
"2020-10-27","Scotland",1307
"2020-10-28","Scotland",1267
"2020-10-28","England",20547
"2020-10-28","Wales",1357
"2020-10-28","Northern Ireland",730
"2020-10-29","Wales",1583
"2020-10-29","Northern Ireland",674
"2020-10-29","England",20257
"2020-10-29","Scotland",1100
"2020-10-30","Scotland",1089
"2020-10-30","England",19899
"2020-10-30","Northern Ireland",661
"2020-10-30","Wales",1241
"2020-10-31","Northern Ireland",487
"2020-10-31","Wales",879
"2020-10-31","Scotland",742
"2020-10-31","England",14565
"2020-11-01","England",13611
"2020-11-01","Scotland",969
"2020-11-01","Northern Ireland",443
"2020-11-01","Wales",947
"2020-11-02","Northern Ireland",646
"2020-11-02","Wales",1409
"2020-11-02","England",28394
"2020-11-02","Scotland",1476
"2020-11-03","Scotland",1392
"2020-11-03","England",22690
"2020-11-03","Northern Ireland",626
"2020-11-03","Wales",1235
"2020-11-04","Wales",1095
"2020-11-04","Northern Ireland",577
"2020-11-04","England",21053
"2020-11-04","Scotland",1302
"2020-11-05","England",21206
"2020-11-05","Scotland",1298
"2020-11-05","Northern Ireland",543
"2020-11-05","Wales",1016
"2020-11-06","Northern Ireland",467
"2020-11-06","Wales",877
"2020-11-06","England",21179
"2020-11-06","Scotland",1136
"2020-11-07","Scotland",842
"2020-11-07","England",16888
"2020-11-07","Northern Ireland",431
"2020-11-07","Wales",605
"2020-11-08","Northern Ireland",400
"2020-11-08","Wales",698
"2020-11-08","Scotland",874
"2020-11-08","England",18272
"2020-11-09","Scotland",1296
"2020-11-09","England",28560
"2020-11-09","Wales",1009
"2020-11-09","Northern Ireland",645
"2020-11-10","Wales",964
"2020-11-10","Northern Ireland",700
"2020-11-10","England",24836
"2020-11-10","Scotland",1289
"2020-11-11","England",25065
"2020-11-11","Scotland",1249
"2020-11-11","Northern Ireland",588
"2020-11-11","Wales",855
"2020-11-12","Northern Ireland",537
"2020-11-12","Wales",773
"2020-11-12","England",22320
"2020-11-12","Scotland",1196
"2020-11-13","Scotland",1055
"2020-11-13","England",22008
"2020-11-13","Northern Ireland",466
"2020-11-13","Wales",859
"2020-11-14","Wales",629
"2020-11-14","Northern Ireland",399
"2020-11-14","England",16290
"2020-11-14","Scotland",905
"2020-11-15","England",14422
"2020-11-15","Scotland",818
"2020-11-15","Wales",627
"2020-11-15","Northern Ireland",366
"2020-11-16","Northern Ireland",545
"2020-11-16","Wales",993
"2020-11-16","England",24136
"2020-11-16","Scotland",1278
"2020-11-17","England",20677
"2020-11-17","Scotland",1227
"2020-11-17","Northern Ireland",543
"2020-11-17","Wales",1041
"2020-11-18","Wales",987
"2020-11-18","Northern Ireland",429
"2020-11-18","Scotland",1115
"2020-11-18","England",18545
"2020-11-19","England",15797
"2020-11-19","Scotland",985
"2020-11-19","Northern Ireland",339
"2020-11-19","Wales",920
"2020-11-20","Wales",936
"2020-11-20","Northern Ireland",343
"2020-11-20","Scotland",861
"2020-11-20","England",14960
"2020-11-21","England",10806
"2020-11-21","Scotland",764
"2020-11-21","Wales",680
"2020-11-21","Northern Ireland",283
"2020-11-22","Northern Ireland",253
"2020-11-22","Wales",717
"2020-11-22","England",10216
"2020-11-22","Scotland",709
"2020-11-23","England",16472
"2020-11-23","Scotland",1158
"2020-11-23","Wales",1030
"2020-11-23","Northern Ireland",364
"2020-11-24","Northern Ireland",324
"2020-11-24","Wales",1093
"2020-11-24","Scotland",996
"2020-11-24","England",14266
"2020-11-25","England",14155
"2020-11-25","Scotland",932
"2020-11-25","Northern Ireland",391
"2020-11-25","Wales",1336
"2020-11-26","Northern Ireland",335
"2020-11-26","Wales",1160
"2020-11-26","England",12459
"2020-11-26","Scotland",807
"2020-11-27","Scotland",738
"2020-11-27","England",12459
"2020-11-27","Wales",1035
"2020-11-27","Northern Ireland",322
"2020-11-28","Wales",844
"2020-11-28","Northern Ireland",323
"2020-11-28","England",9347
"2020-11-28","Scotland",572
"2020-11-29","England",9068
"2020-11-29","Scotland",558
"2020-11-29","Northern Ireland",260
"2020-11-29","Wales",966
"2020-11-30","Wales",1505
"2020-11-30","Northern Ireland",489
"2020-11-30","Scotland",976
"2020-11-30","England",15228
"2020-12-01","England",13731
"2020-12-01","Scotland",935
"2020-12-01","Northern Ireland",409
"2020-12-01","Wales",1609
"2020-12-02","Wales",1651
"2020-12-02","Northern Ireland",411
"2020-12-02","England",13662
"2020-12-02","Scotland",952
"2020-12-03","Scotland",807
"2020-12-03","England",12762
"2020-12-03","Wales",1803
"2020-12-03","Northern Ireland",488
"2020-12-04","Wales",1701
"2020-12-04","Northern Ireland",418
"2020-12-04","Scotland",650
"2020-12-04","England",13065
"2020-12-05","Scotland",667
"2020-12-05","England",10302
"2020-12-05","Northern Ireland",391
"2020-12-05","Wales",1533
"2020-12-06","Northern Ireland",355
"2020-12-06","Wales",1697
"2020-12-06","England",11036
"2020-12-06","Scotland",643
"2020-12-07","England",17662
"2020-12-07","Scotland",955
"2020-12-07","Wales",2511
"2020-12-07","Northern Ireland",456
"2020-12-08","Northern Ireland",479
"2020-12-08","Wales",2601
"2020-12-08","Scotland",1048
"2020-12-08","England",16937
"2020-12-09","England",17744
"2020-12-09","Scotland",1015
"2020-12-09","Northern Ireland",458
"2020-12-09","Wales",2692
"2020-12-10","Wales",2664
"2020-12-10","Northern Ireland",498
"2020-12-10","England",18850
"2020-12-10","Scotland",904
"2020-12-11","Scotland",875
"2020-12-11","England",20177
"2020-12-11","Northern Ireland",527
"2020-12-11","Wales",2811
"2020-12-12","Wales",2286
"2020-12-12","Northern Ireland",353
"2020-12-12","England",16268
"2020-12-12","Scotland",681
"2020-12-13","England",18409
"2020-12-13","Scotland",719
"2020-12-13","Wales",2734
"2020-12-13","Northern Ireland",404
"2020-12-14","Northern Ireland",558
"2020-12-14","Wales",3538
"2020-12-14","Scotland",1082
"2020-12-14","England",30019
"2020-12-15","England",29652
"2020-12-15","Scotland",1031
"2020-12-15","Wales",3182
"2020-12-15","Northern Ireland",513
"2020-12-16","Northern Ireland",610
"2020-12-16","Wales",3139
"2020-12-16","Scotland",1028
"2020-12-16","England",30650
"2020-12-17","Scotland",913
"2020-12-17","England",30159
"2020-12-17","Northern Ireland",589
"2020-12-17","Wales",2776
"2020-12-18","Wales",2537
"2020-12-18","Northern Ireland",535
"2020-12-18","England",32426
"2020-12-18","Scotland",921
"2020-12-19","Scotland",748
"2020-12-19","England",22195
"2020-12-19","Northern Ireland",476
"2020-12-19","Wales",2170
"2020-12-20","Northern Ireland",488
"2020-12-20","Wales",2209
"2020-12-20","Scotland",813
"2020-12-20","England",29556
"2020-12-21","England",43446
"2020-12-21","Scotland",1304
"2020-12-21","Wales",2743
"2020-12-21","Northern Ireland",699
"2020-12-22","Northern Ireland",699
"2020-12-22","Wales",2705
"2020-12-22","England",41741
"2020-12-22","Scotland",1330
"2020-12-23","England",38383
"2020-12-23","Scotland",1315
"2020-12-23","Northern Ireland",795
"2020-12-23","Wales",2443
"2020-12-24","Northern Ireland",614
"2020-12-24","Wales",1473
"2020-12-24","England",29287
"2020-12-24","Scotland",1018
"2020-12-25","Scotland",516
"2020-12-25","England",12926
"2020-12-25","Wales",642
"2020-12-25","Northern Ireland",335
"2020-12-26","Northern Ireland",705
"2020-12-26","Wales",1893
"2020-12-26","Scotland",1050
"2020-12-26","England",37462
"2020-12-27","Scotland",1682
"2020-12-27","England",43250
"2020-12-27","Wales",2495
"2020-12-27","Northern Ireland",1093
"2020-12-28","Northern Ireland",1398
"2020-12-28","Wales",2356
"2020-12-28","Scotland",1809
"2020-12-28","England",40845
"2020-12-29","England",74058
"2020-12-29","Scotland",3137
"2020-12-29","Wales",3563
"2020-12-29","Northern Ireland",2332
"2020-12-30","Wales",2698
"2020-12-30","Northern Ireland",2246
"2020-12-30","Scotland",2974
"2020-12-30","England",64243
"2020-12-31","Scotland",2379
"2020-12-31","England",47824
"2020-12-31","Wales",2009
"2020-12-31","Northern Ireland",1735
"2021-01-01","Wales",1214
"2021-01-01","Northern Ireland",1228
"2021-01-01","Scotland",1161
"2021-01-01","England",28879
"2021-01-02","England",55428
"2021-01-02","Scotland",2213
"2021-01-02","Northern Ireland",1920
"2021-01-02","Wales",2093
"2021-01-03","Wales",1811
"2021-01-03","Northern Ireland",1639
"2021-01-03","England",50664
"2021-01-03","Scotland",2221
"2021-01-04","England",70920
"2021-01-04","Scotland",2383
"2021-01-04","Wales",2659
"2021-01-04","Northern Ireland",2010
"2021-01-05","Wales",2386
"2021-01-05","Northern Ireland",1598
"2021-01-05","England",59600
"2021-01-05","Scotland",3054
"2021-01-06","England",52752
"2021-01-06","Scotland",2550
"2021-01-06","Wales",1993
"2021-01-06","Northern Ireland",1489
"2021-01-07","Northern Ireland",1187
"2021-01-07","Wales",1667
"2021-01-07","England",48132
"2021-01-07","Scotland",2201
"2021-01-08","Scotland",1826
"2021-01-08","England",43494
"2021-01-08","Northern Ireland",1187
"2021-01-08","Wales",1598
"2021-01-09","Wales",1142
"2021-01-09","Northern Ireland",975
"2021-01-09","Scotland",1499
"2021-01-09","England",36419
"2021-01-10","Scotland",1425
"2021-01-10","England",33749
"2021-01-10","Northern Ireland",824
"2021-01-10","Wales",1176
"2021-01-11","Northern Ireland",1245
"2021-01-11","Wales",1736
"2021-01-11","England",53519
"2021-01-11","Scotland",2092
"2021-01-12","England",45968
"2021-01-12","Scotland",1991
"2021-01-12","Wales",1601
"2021-01-12","Northern Ireland",1087
"2021-01-13","Northern Ireland",1026
"2021-01-13","Wales",1464
"2021-01-13","England",42303
"2021-01-13","Scotland",1716
"2021-01-14","Scotland",1629
"2021-01-14","England",39658
"2021-01-14","Wales",1313
"2021-01-14","Northern Ireland",872
"2021-01-15","Northern Ireland",821
"2021-01-15","Wales",1214
"2021-01-15","Scotland",1538
"2021-01-15","England",37879
"2021-01-16","Scotland",1178
"2021-01-16","England",28413
"2021-01-16","Northern Ireland",654
"2021-01-16","Wales",1005
"2021-01-17","Wales",827
"2021-01-17","Northern Ireland",588
"2021-01-17","England",26976
"2021-01-17","Scotland",1201
"2021-01-18","Scotland",1744
"2021-01-18","England",41935
"2021-01-18","Wales",1398
"2021-01-18","Northern Ireland",880
"2021-01-19","Wales",1081
"2021-01-19","Northern Ireland",835
"2021-01-19","England",37055
"2021-01-19","Scotland",1554
"2021-01-20","Scotland",1582
"2021-01-20","England",32679
"2021-01-20","Northern Ireland",753
"2021-01-20","Wales",972
"2021-01-21","Northern Ireland",716
"2021-01-21","Wales",909
"2021-01-21","Scotland",1244
"2021-01-21","England",29633
"2021-01-22","England",27741
"2021-01-22","Scotland",1231
"2021-01-22","Wales",772
"2021-01-22","Northern Ireland",586
"2021-01-23","Northern Ireland",437
"2021-01-23","Wales",542
"2021-01-23","Scotland",940
"2021-01-23","England",20425
"2021-01-24","Scotland",862
"2021-01-24","England",15883
"2021-01-24","Northern Ireland",412
"2021-01-24","Wales",397
"2021-01-25","Northern Ireland",589
"2021-01-25","Wales",850
"2021-01-25","Scotland",1326
"2021-01-25","England",27972
"2021-01-26","England",25210
"2021-01-26","Scotland",1182
"2021-01-26","Wales",732
"2021-01-26","Northern Ireland",606
"2021-01-27","Wales",703
"2021-01-27","Northern Ireland",583
"2021-01-27","Scotland",1118
"2021-01-27","England",23899
"2021-01-28","Scotland",1117
"2021-01-28","England",22523
"2021-01-28","Northern Ireland",475
"2021-01-28","Wales",658
"2021-01-29","Wales",600
"2021-01-29","Northern Ireland",506
"2021-01-29","Scotland",965
"2021-01-29","England",20363
"2021-01-30","England",15524
"2021-01-30","Scotland",781
"2021-01-30","Northern Ireland",375
"2021-01-30","Wales",487
"2021-01-31","Wales",465
"2021-01-31","Northern Ireland",370
"2021-01-31","England",14138
"2021-01-31","Scotland",810
"2021-02-01","Scotland",1104
"2021-02-01","England",20765
"2021-02-01","Northern Ireland",491
"2021-02-01","Wales",612
"2021-02-02","Wales",597
"2021-02-02","Northern Ireland",424
"2021-02-02","Scotland",1051
"2021-02-02","England",18193
"2021-02-03","England",17948
"2021-02-03","Scotland",939
"2021-02-03","Northern Ireland",448
"2021-02-03","Wales",579
"2021-02-04","Wales",501
"2021-02-04","Northern Ireland",374
"2021-02-04","Scotland",901
"2021-02-04","England",16717
"2021-02-05","Scotland",940
"2021-02-05","England",14461
"2021-02-05","Wales",501
"2021-02-05","Northern Ireland",405
"2021-02-06","Northern Ireland",300
"2021-02-06","Wales",359
"2021-02-06","England",10951
"2021-02-06","Scotland",710
"2021-02-07","England",10457
"2021-02-07","Scotland",656
"2021-02-07","Wales",284
"2021-02-07","Northern Ireland",267
"2021-02-08","Northern Ireland",340
"2021-02-08","Wales",492
"2021-02-08","Scotland",992
"2021-02-08","England",14370
"2021-02-09","Scotland",760
"2021-02-09","England",12696
"2021-02-09","Wales",464
"2021-02-09","Northern Ireland",305
"2021-02-10","Wales",448
"2021-02-10","Northern Ireland",331
"2021-02-10","Scotland",848
"2021-02-10","England",12272
"2021-02-11","Scotland",847
"2021-02-11","England",11637
"2021-02-11","Northern Ireland",278
"2021-02-11","Wales",377
"2021-02-12","Northern Ireland",272
"2021-02-12","Wales",408
"2021-02-12","England",10986
"2021-02-12","Scotland",907
"2021-02-13","England",8025
"2021-02-13","Scotland",544
"2021-02-13","Wales",281
"2021-02-13","Northern Ireland",185
"2021-02-14","Northern Ireland",243
"2021-02-14","Wales",288
"2021-02-14","Scotland",683
"2021-02-14","England",7781
"2021-02-15","England",12953
"2021-02-15","Scotland",968
"2021-02-15","Northern Ireland",362
"2021-02-15","Wales",452
"2021-02-16","Wales",442
"2021-02-16","Northern Ireland",309
"2021-02-16","England",11268
"2021-02-16","Scotland",920
"2021-02-17","England",10419
"2021-02-17","Scotland",828
"2021-02-17","Northern Ireland",322
"2021-02-17","Wales",373
"2021-02-18","Northern Ireland",266
"2021-02-18","Wales",343
"2021-02-18","England",10303
"2021-02-18","Scotland",881
"2021-02-19","England",9246
"2021-02-19","Scotland",893
"2021-02-19","Wales",309
"2021-02-19","Northern Ireland",280
"2021-02-20","Wales",267
"2021-02-20","Northern Ireland",220
"2021-02-20","Scotland",665
"2021-02-20","England",7161
"2021-02-21","England",7033
"2021-02-21","Scotland",610
"2021-02-21","Wales",274
"2021-02-21","Northern Ireland",181
"2021-02-22","Wales",336
"2021-02-22","Northern Ireland",252
"2021-02-22","Scotland",790
"2021-02-22","England",10279
"2021-02-23","England",8536
"2021-02-23","Scotland",693
"2021-02-23","Wales",288
"2021-02-23","Northern Ireland",246
"2021-02-24","Wales",264
"2021-02-24","Northern Ireland",260
"2021-02-24","Scotland",702
"2021-02-24","England",7621
"2021-02-25","England",6934
"2021-02-25","Scotland",633
"2021-02-25","Northern Ireland",232
"2021-02-25","Wales",225
"2021-02-26","Northern Ireland",171
"2021-02-26","Wales",202
"2021-02-26","Scotland",526
"2021-02-26","England",5883
"2021-02-27","Scotland",418
"2021-02-27","England",4254
"2021-02-27","Northern Ireland",138
"2021-02-27","Wales",139
"2021-02-28","Wales",207
"2021-02-28","Northern Ireland",123
"2021-02-28","England",4112
"2021-02-28","Scotland",431
"2021-03-01","England",6215
"2021-03-01","Scotland",555
"2021-03-01","Wales",244
"2021-03-01","Northern Ireland",178
"2021-03-02","Northern Ireland",209
"2021-03-02","Wales",237
"2021-03-02","Scotland",522
"2021-03-02","England",5950
"2021-03-03","Scotland",496
"2021-03-03","England",5305
"2021-03-03","Wales",209
"2021-03-03","Northern Ireland",162
"2021-03-04","Wales",199
"2021-03-04","Northern Ireland",164
"2021-03-04","England",5011
"2021-03-04","Scotland",563
"2021-03-05","Scotland",467
"2021-03-05","England",4728
"2021-03-05","Wales",131
"2021-03-05","Northern Ireland",141
"2021-03-06","Northern Ireland",143
"2021-03-06","Wales",169
"2021-03-06","Scotland",484
"2021-03-06","England",3832
"2021-03-07","Scotland",436
"2021-03-07","England",3677
"2021-03-07","Northern Ireland",151
"2021-03-07","Wales",146
"2021-03-08","Northern Ireland",220
"2021-03-08","Wales",258
"2021-03-08","Scotland",594
"2021-03-08","England",5818
"2021-03-09","England",5488
"2021-03-09","Scotland",658
"2021-03-09","Wales",165
"2021-03-09","Northern Ireland",177
"2021-03-10","Wales",202
"2021-03-10","Northern Ireland",198
"2021-03-10","Scotland",628
"2021-03-10","England",5222
"2021-03-11","England",4848
"2021-03-11","Scotland",665
"2021-03-11","Northern Ireland",192
"2021-03-11","Wales",228
"2021-03-12","Northern Ireland",160
"2021-03-12","Wales",206
"2021-03-12","Scotland",584
"2021-03-12","England",4767
"2021-03-13","England",3592
"2021-03-13","Scotland",466
"2021-03-13","Northern Ireland",133
"2021-03-13","Wales",190
"2021-03-14","Northern Ireland",112
"2021-03-14","Wales",159
"2021-03-14","Scotland",447
"2021-03-14","England",3707
"2021-03-15","England",5643
"2021-03-15","Scotland",688
"2021-03-15","Northern Ireland",176
"2021-03-15","Wales",196
"2021-03-16","Wales",183
"2021-03-16","Northern Ireland",172
"2021-03-16","Scotland",575
"2021-03-16","England",4933
"2021-03-17","England",5048
"2021-03-17","Scotland",603
"2021-03-17","Wales",183
"2021-03-17","Northern Ireland",144
"2021-03-18","Wales",218
"2021-03-18","Northern Ireland",169
"2021-03-18","England",4689
"2021-03-18","Scotland",556
"2021-03-19","Scotland",547
"2021-03-19","England",4333
"2021-03-19","Northern Ireland",123
"2021-03-19","Wales",177
"2021-03-20","Wales",152
"2021-03-20","Northern Ireland",122
"2021-03-20","Scotland",459
"2021-03-20","England",3514
"2021-03-21","Scotland",465
"2021-03-21","England",4679
"2021-03-21","Northern Ireland",107
"2021-03-21","Wales",139
"2021-03-22","Northern Ireland",174
"2021-03-22","Wales",198
"2021-03-22","England",5400
"2021-03-22","Scotland",687
"2021-03-23","England",4566
"2021-03-23","Scotland",607
"2021-03-23","Northern Ireland",148
"2021-03-23","Wales",163
"2021-03-24","Wales",190
"2021-03-24","Northern Ireland",166
"2021-03-24","England",5321
"2021-03-24","Scotland",547
"2021-03-25","England",4674
"2021-03-25","Scotland",576
"2021-03-25","Wales",199
"2021-03-25","Northern Ireland",167
"2021-03-26","Northern Ireland",134
"2021-03-26","Wales",152
"2021-03-26","Scotland",478
"2021-03-26","England",3803
"2021-03-27","Scotland",387
"2021-03-27","England",3136
"2021-03-27","Wales",87
"2021-03-27","Northern Ireland",121
"2021-03-28","Wales",103
"2021-03-28","Northern Ireland",92
"2021-03-28","England",4477
"2021-03-28","Scotland",358
"2021-03-29","England",3422
"2021-03-29","Scotland",517
"2021-03-29","Wales",123
"2021-03-29","Northern Ireland",134
"2021-03-30","Northern Ireland",107
"2021-03-30","Wales",138
"2021-03-30","Scotland",399
"2021-03-30","England",3135
"2021-03-31","Scotland",396
"2021-03-31","England",3340
"2021-03-31","Wales",108
"2021-03-31","Northern Ireland",122
"2021-04-01","Wales",94
"2021-04-01","Northern Ireland",94
"2021-04-01","England",3067
"2021-04-01","Scotland",419
"2021-04-02","Scotland",358
"2021-04-02","England",2248
"2021-04-02","Northern Ireland",77
"2021-04-02","Wales",64
"2021-04-03","Northern Ireland",49
"2021-04-03","Wales",58
"2021-04-03","Scotland",280
"2021-04-03","England",2121
"2021-04-04","Scotland",258
"2021-04-04","England",2042
"2021-04-04","Wales",76
"2021-04-04","Northern Ireland",36
"2021-04-05","Wales",72
"2021-04-05","Northern Ireland",55
"2021-04-05","England",2314
"2021-04-05","Scotland",303
"2021-04-06","England",2756
"2021-04-06","Scotland",359
"2021-04-06","Wales",105
"2021-04-06","Northern Ireland",93
"2021-04-07","Wales",105
"2021-04-07","Northern Ireland",108
"2021-04-07","Scotland",288
"2021-04-07","England",2752
"2021-04-08","England",2651
"2021-04-08","Scotland",285
"2021-04-08","Wales",90
"2021-04-08","Northern Ireland",121
"2021-04-09","Northern Ireland",129
"2021-04-09","Wales",72
"2021-04-09","England",2482
"2021-04-09","Scotland",270
"2021-04-10","England",2009
"2021-04-10","Scotland",231
"2021-04-10","Wales",51
"2021-04-10","Northern Ireland",89
"2021-04-11","Northern Ireland",87
"2021-04-11","Wales",55
"2021-04-11","England",2020
"2021-04-11","Scotland",214
"2021-04-12","Scotland",262
"2021-04-12","England",2399
"2021-04-12","Northern Ireland",113
"2021-04-12","Wales",107
"2021-04-13","Northern Ireland",103
"2021-04-13","Wales",64
"2021-04-13","England",2060
"2021-04-13","Scotland",268
"2021-04-14","Scotland",216
"2021-04-14","England",2068
"2021-04-14","Wales",80
"2021-04-14","Northern Ireland",148
"2021-04-15","Wales",70
"2021-04-15","Northern Ireland",116
"2021-04-15","Scotland",200
"2021-04-15","England",1959
"2021-04-16","England",1963
"2021-04-16","Scotland",224
"2021-04-16","Northern Ireland",100
"2021-04-16","Wales",60
"2021-04-17","Wales",38
"2021-04-17","Northern Ireland",82
"2021-04-17","England",1398
"2021-04-17","Scotland",204
"2021-04-18","Scotland",175
"2021-04-18","England",2281
"2021-04-18","Wales",54
"2021-04-18","Northern Ireland",74
"2021-04-19","Scotland",268
"2021-04-19","Northern Ireland",128
"2021-04-19","Wales",74
"2021-04-19","England",2268
"2021-04-20","England",2112
"2021-04-20","Scotland",247
"2021-04-20","Northern Ireland",125
"2021-04-20","Wales",57
"2021-04-21","Wales",63
"2021-04-21","Scotland",237
"2021-04-21","Northern Ireland",110
"2021-04-21","England",2298
"2021-04-22","England",2032
"2021-04-22","Northern Ireland",86
"2021-04-22","Scotland",236
"2021-04-22","Wales",55
"2021-04-23","Northern Ireland",75
"2021-04-23","Scotland",196
"2021-04-23","Wales",48
"2021-04-23","England",1701
"2021-04-24","England",1300
"2021-04-24","Scotland",153
"2021-04-24","Wales",38
"2021-04-24","Northern Ireland",73
"2021-04-25","Scotland",111
"2021-04-25","Wales",32
"2021-04-25","Northern Ireland",79
"2021-04-25","England",1897
"2021-04-26","England",2267
"2021-04-26","Wales",57
"2021-04-26","Northern Ireland",103
"2021-04-26","Scotland",199
"2021-04-27","Northern Ireland",108
"2021-04-27","Scotland",201
"2021-04-27","Wales",60
"2021-04-27","England",1809
"2021-04-28","England",2153
"2021-04-28","Northern Ireland",100
"2021-04-28","Scotland",198
"2021-04-28","Wales",48
"2021-04-29","Northern Ireland",97
"2021-04-29","Wales",55
"2021-04-29","Scotland",177
"2021-04-29","England",1901
"2021-04-30","England",1528
"2021-04-30","Northern Ireland",85
"2021-04-30","Scotland",178
"2021-04-30","Wales",34
"2021-05-01","Wales",32
"2021-05-01","Scotland",128
"2021-05-01","Northern Ireland",62
"2021-05-01","England",1210
"2021-05-02","England",1305
"2021-05-02","Northern Ireland",65
"2021-05-02","Scotland",124
"2021-05-02","Wales",27
"2021-05-03","Scotland",164
